GEO UID,ProvCode,ProvNom,CDcode,CDnom,DAnom,Total,Car,Public,Walk,Bike,Other
59153019,59,British Columbia,15,Greater Vancouver,3019,215,185,15,0,0,0
59153020,59,British Columbia,15,Greater Vancouver,3020,220,200,0,0,0,10
59153021,59,British Columbia,15,Greater Vancouver,3021,205,190,0,0,0,0
59153022,59,British Columbia,15,Greater Vancouver,3022,265,235,20,0,0,0
59153023,59,British Columbia,15,Greater Vancouver,3023,220,200,20,0,0,0
59153024,59,British Columbia,15,Greater Vancouver,3024,230,200,15,10,0,0
59153025,59,British Columbia,15,Greater Vancouver,3025,325,275,40,0,0,0
59153027,59,British Columbia,15,Greater Vancouver,3027,385,340,35,10,0,0
59153028,59,British Columbia,15,Greater Vancouver,3028,205,190,0,0,0,0
59153032,59,British Columbia,15,Greater Vancouver,3032,155,145,0,10,0,0
59153033,59,British Columbia,15,Greater Vancouver,3033,380,350,30,0,0,0
59153034,59,British Columbia,15,Greater Vancouver,3034,255,225,10,10,0,0
59153035,59,British Columbia,15,Greater Vancouver,3035,260,230,20,0,0,0
59153036,59,British Columbia,15,Greater Vancouver,3036,265,225,20,10,0,0
59153038,59,British Columbia,15,Greater Vancouver,3038,640,550,40,40,0,10
59153039,59,British Columbia,15,Greater Vancouver,3039,455,395,25,15,0,15
59153040,59,British Columbia,15,Greater Vancouver,3040,695,565,65,30,20,20
59153041,59,British Columbia,15,Greater Vancouver,3041,855,745,35,45,10,20
59153042,59,British Columbia,15,Greater Vancouver,3042,145,135,10,0,0,0
59153049,59,British Columbia,15,Greater Vancouver,3049,270,230,15,0,0,10
59153051,59,British Columbia,15,Greater Vancouver,3051,150,120,20,0,10,0
59153052,59,British Columbia,15,Greater Vancouver,3052,145,125,15,0,0,0
59153053,59,British Columbia,15,Greater Vancouver,3053,35,35,0,0,0,0
59153054,59,British Columbia,15,Greater Vancouver,3054,290,275,15,0,0,0
59153055,59,British Columbia,15,Greater Vancouver,3055,420,375,40,0,0,0
59153057,59,British Columbia,15,Greater Vancouver,3057,155,130,15,0,0,0
59153058,59,British Columbia,15,Greater Vancouver,3058,195,165,10,0,0,0
59153059,59,British Columbia,15,Greater Vancouver,3059,315,265,20,15,0,10
59153060,59,British Columbia,15,Greater Vancouver,3060,225,200,20,0,0,0
59153061,59,British Columbia,15,Greater Vancouver,3061,205,155,15,10,0,20
59153062,59,British Columbia,15,Greater Vancouver,3062,400,390,10,0,0,0
59153063,59,British Columbia,15,Greater Vancouver,3063,210,180,10,15,0,0
59153064,59,British Columbia,15,Greater Vancouver,3064,160,125,25,0,0,0
59153065,59,British Columbia,15,Greater Vancouver,3065,185,170,15,0,0,0
59153066,59,British Columbia,15,Greater Vancouver,3066,305,250,40,10,0,0
59153067,59,British Columbia,15,Greater Vancouver,3067,135,75,45,15,0,0
59153069,59,British Columbia,15,Greater Vancouver,3069,290,220,45,15,0,0
59153070,59,British Columbia,15,Greater Vancouver,3070,145,120,20,0,0,0
59153071,59,British Columbia,15,Greater Vancouver,3071,155,135,15,0,0,0
59153072,59,British Columbia,15,Greater Vancouver,3072,440,285,115,30,10,0
59153073,59,British Columbia,15,Greater Vancouver,3073,365,200,105,40,10,15
59153074,59,British Columbia,15,Greater Vancouver,3074,235,150,75,0,0,10
59153075,59,British Columbia,15,Greater Vancouver,3075,215,135,55,15,0,10
59153076,59,British Columbia,15,Greater Vancouver,3076,95,50,35,10,0,0
59153077,59,British Columbia,15,Greater Vancouver,3077,120,85,35,0,0,0
59153078,59,British Columbia,15,Greater Vancouver,3078,190,140,50,0,0,0
59153079,59,British Columbia,15,Greater Vancouver,3079,185,120,55,10,10,0
59153080,59,British Columbia,15,Greater Vancouver,3080,220,140,80,0,0,0
59153081,59,British Columbia,15,Greater Vancouver,3081,185,165,20,0,0,0
59153082,59,British Columbia,15,Greater Vancouver,3082,165,115,40,0,10,0
59153083,59,British Columbia,15,Greater Vancouver,3083,125,115,10,0,0,0
59153084,59,British Columbia,15,Greater Vancouver,3084,280,220,60,0,0,0
59153085,59,British Columbia,15,Greater Vancouver,3085,240,185,40,0,0,0
59153086,59,British Columbia,15,Greater Vancouver,3086,260,160,90,0,0,0
59153087,59,British Columbia,15,Greater Vancouver,3087,330,175,140,0,10,0
59153088,59,British Columbia,15,Greater Vancouver,3088,300,165,90,25,10,10
59153089,59,British Columbia,15,Greater Vancouver,3089,285,185,75,15,0,0
59153090,59,British Columbia,15,Greater Vancouver,3090,340,230,75,25,10,0
59153091,59,British Columbia,15,Greater Vancouver,3091,310,205,75,20,0,10
59153092,59,British Columbia,15,Greater Vancouver,3092,175,100,75,0,0,0
59153093,59,British Columbia,15,Greater Vancouver,3093,335,205,105,20,0,0
59153094,59,British Columbia,15,Greater Vancouver,3094,165,110,50,0,0,0
59153095,59,British Columbia,15,Greater Vancouver,3095,275,175,75,15,0,0
59153096,59,British Columbia,15,Greater Vancouver,3096,190,120,55,10,0,10
59153097,59,British Columbia,15,Greater Vancouver,3097,440,210,185,35,10,0
59153098,59,British Columbia,15,Greater Vancouver,3098,185,90,70,0,0,0
59153099,59,British Columbia,15,Greater Vancouver,3099,190,165,15,10,0,0
59153102,59,British Columbia,15,Greater Vancouver,3102,250,215,25,0,0,0
59153103,59,British Columbia,15,Greater Vancouver,3103,90,70,10,0,0,0
59153104,59,British Columbia,15,Greater Vancouver,3104,130,105,15,0,0,0
59153105,59,British Columbia,15,Greater Vancouver,3105,110,85,25,0,0,0
59153106,59,British Columbia,15,Greater Vancouver,3106,270,215,40,20,0,0
59153107,59,British Columbia,15,Greater Vancouver,3107,320,200,100,20,0,0
59153108,59,British Columbia,15,Greater Vancouver,3108,240,230,0,0,0,0
59153110,59,British Columbia,15,Greater Vancouver,3110,170,130,40,0,0,0
59153111,59,British Columbia,15,Greater Vancouver,3111,190,180,0,10,0,0
59153113,59,British Columbia,15,Greater Vancouver,3113,410,315,55,30,0,0
59153114,59,British Columbia,15,Greater Vancouver,3114,60,50,0,0,0,0
59153121,59,British Columbia,15,Greater Vancouver,3121,255,230,15,0,0,0
59153122,59,British Columbia,15,Greater Vancouver,3122,90,75,10,0,0,0
59153123,59,British Columbia,15,Greater Vancouver,3123,255,95,55,95,0,0
59153124,59,British Columbia,15,Greater Vancouver,3124,140,60,55,20,10,0
59153132,59,British Columbia,15,Greater Vancouver,3132,460,255,65,110,20,10
59153133,59,British Columbia,15,Greater Vancouver,3133,200,110,25,50,15,0
59153134,59,British Columbia,15,Greater Vancouver,3134,305,70,95,100,35,15
59153135,59,British Columbia,15,Greater Vancouver,3135,355,135,75,85,55,0
59153136,59,British Columbia,15,Greater Vancouver,3136,375,150,80,115,20,20
59153137,59,British Columbia,15,Greater Vancouver,3137,290,95,90,80,20,10
59153138,59,British Columbia,15,Greater Vancouver,3138,200,75,50,50,25,0
59153139,59,British Columbia,15,Greater Vancouver,3139,215,75,50,60,20,10
59153140,59,British Columbia,15,Greater Vancouver,3140,280,145,50,35,35,10
59153144,59,British Columbia,15,Greater Vancouver,3144,300,145,75,60,25,0
59153151,59,British Columbia,15,Greater Vancouver,3151,290,130,80,55,20,0
59153152,59,British Columbia,15,Greater Vancouver,3152,285,115,60,80,15,15
59153153,59,British Columbia,15,Greater Vancouver,3153,350,145,70,105,25,15
59153154,59,British Columbia,15,Greater Vancouver,3154,205,100,25,60,15,10
59153155,59,British Columbia,15,Greater Vancouver,3155,275,110,70,50,40,10
59153156,59,British Columbia,15,Greater Vancouver,3156,110,75,10,10,25,0
59153157,59,British Columbia,15,Greater Vancouver,3157,195,85,50,30,25,10
59153158,59,British Columbia,15,Greater Vancouver,3158,310,145,35,80,35,15
59153159,59,British Columbia,15,Greater Vancouver,3159,275,130,50,70,30,0
59153160,59,British Columbia,15,Greater Vancouver,3160,370,175,75,65,45,10
59153161,59,British Columbia,15,Greater Vancouver,3161,205,110,20,30,40,0
59153162,59,British Columbia,15,Greater Vancouver,3162,180,110,35,30,0,0
59153163,59,British Columbia,15,Greater Vancouver,3163,210,70,40,70,30,0
59153164,59,British Columbia,15,Greater Vancouver,3164,845,450,120,185,55,35
59153165,59,British Columbia,15,Greater Vancouver,3165,220,145,30,20,20,0
59153166,59,British Columbia,15,Greater Vancouver,3166,360,175,55,100,30,0
59153167,59,British Columbia,15,Greater Vancouver,3167,185,110,10,55,15,0
59153168,59,British Columbia,15,Greater Vancouver,3168,320,155,65,65,30,0
59153171,59,British Columbia,15,Greater Vancouver,3171,290,125,40,100,15,10
59153172,59,British Columbia,15,Greater Vancouver,3172,165,60,50,40,10,10
59153181,59,British Columbia,15,Greater Vancouver,3181,340,190,45,55,45,0
59153182,59,British Columbia,15,Greater Vancouver,3182,85,10,40,30,0,0
59153183,59,British Columbia,15,Greater Vancouver,3183,145,45,35,60,10,0
59153184,59,British Columbia,15,Greater Vancouver,3184,205,90,30,65,25,0
59153185,59,British Columbia,15,Greater Vancouver,3185,115,45,30,30,10,0
59153186,59,British Columbia,15,Greater Vancouver,3186,175,50,15,75,25,15
59153187,59,British Columbia,15,Greater Vancouver,3187,135,50,50,20,10,0
59153188,59,British Columbia,15,Greater Vancouver,3188,0,0,0,0,0,0
59153189,59,British Columbia,15,Greater Vancouver,3189,135,90,10,30,15,0
59153190,59,British Columbia,15,Greater Vancouver,3190,250,140,30,40,45,0
59153191,59,British Columbia,15,Greater Vancouver,3191,190,95,35,20,45,0
59153192,59,British Columbia,15,Greater Vancouver,3192,125,65,40,0,20,0
59153193,59,British Columbia,15,Greater Vancouver,3193,290,135,60,40,50,0
59153194,59,British Columbia,15,Greater Vancouver,3194,175,95,35,20,20,0
59153195,59,British Columbia,15,Greater Vancouver,3195,170,95,35,20,20,0
59153196,59,British Columbia,15,Greater Vancouver,3196,160,65,50,30,15,0
59153197,59,British Columbia,15,Greater Vancouver,3197,135,50,35,15,20,0
59153198,59,British Columbia,15,Greater Vancouver,3198,260,135,65,25,40,0
59153199,59,British Columbia,15,Greater Vancouver,3199,180,100,15,30,25,0
59153200,59,British Columbia,15,Greater Vancouver,3200,245,155,30,30,30,10
59153201,59,British Columbia,15,Greater Vancouver,3201,285,125,80,55,20,0
59153202,59,British Columbia,15,Greater Vancouver,3202,200,105,35,30,30,0
59153203,59,British Columbia,15,Greater Vancouver,3203,265,120,80,30,35,0
59153204,59,British Columbia,15,Greater Vancouver,3204,185,90,60,25,10,0
59153205,59,British Columbia,15,Greater Vancouver,3205,160,105,25,15,15,0
59153206,59,British Columbia,15,Greater Vancouver,3206,275,180,55,10,15,10
59153207,59,British Columbia,15,Greater Vancouver,3207,240,150,35,30,25,0
59153208,59,British Columbia,15,Greater Vancouver,3208,210,120,45,10,30,10
59153209,59,British Columbia,15,Greater Vancouver,3209,240,150,40,25,25,0
59153210,59,British Columbia,15,Greater Vancouver,3210,135,90,15,10,15,0
59153211,59,British Columbia,15,Greater Vancouver,3211,165,125,20,0,10,15
59153212,59,British Columbia,15,Greater Vancouver,3212,130,70,30,0,10,20
59153213,59,British Columbia,15,Greater Vancouver,3213,225,145,55,15,10,10
59153214,59,British Columbia,15,Greater Vancouver,3214,210,160,35,0,15,0
59153215,59,British Columbia,15,Greater Vancouver,3215,420,275,90,35,10,10
59153216,59,British Columbia,15,Greater Vancouver,3216,340,220,100,10,10,0
59153217,59,British Columbia,15,Greater Vancouver,3217,180,90,45,10,20,15
59153218,59,British Columbia,15,Greater Vancouver,3218,205,125,45,10,20,0
59153219,59,British Columbia,15,Greater Vancouver,3219,175,100,35,10,20,10
59153220,59,British Columbia,15,Greater Vancouver,3220,145,75,50,10,10,0
59153221,59,British Columbia,15,Greater Vancouver,3221,210,115,60,10,20,0
59153222,59,British Columbia,15,Greater Vancouver,3222,220,140,35,20,20,0
59153223,59,British Columbia,15,Greater Vancouver,3223,190,100,20,30,40,0
59153224,59,British Columbia,15,Greater Vancouver,3224,265,175,60,10,10,0
59153225,59,British Columbia,15,Greater Vancouver,3225,215,140,15,0,40,0
59153226,59,British Columbia,15,Greater Vancouver,3226,235,160,40,15,10,10
59153227,59,British Columbia,15,Greater Vancouver,3227,285,180,65,25,15,0
59153228,59,British Columbia,15,Greater Vancouver,3228,125,120,10,0,0,0
59153229,59,British Columbia,15,Greater Vancouver,3229,260,180,50,10,20,0
59153230,59,British Columbia,15,Greater Vancouver,3230,280,185,70,0,0,10
59153231,59,British Columbia,15,Greater Vancouver,3231,150,90,10,10,30,0
59153232,59,British Columbia,15,Greater Vancouver,3232,235,95,15,85,30,10
59153234,59,British Columbia,15,Greater Vancouver,3234,345,205,75,60,10,0
59153235,59,British Columbia,15,Greater Vancouver,3235,435,275,35,105,0,0
59153236,59,British Columbia,15,Greater Vancouver,3236,180,70,60,25,0,15
59153237,59,British Columbia,15,Greater Vancouver,3237,480,230,165,65,15,0
59153238,59,British Columbia,15,Greater Vancouver,3238,135,90,25,20,0,0
59153239,59,British Columbia,15,Greater Vancouver,3239,445,235,130,60,0,20
59153240,59,British Columbia,15,Greater Vancouver,3240,165,110,25,20,0,0
59153241,59,British Columbia,15,Greater Vancouver,3241,990,615,140,180,25,25
59153246,59,British Columbia,15,Greater Vancouver,3246,360,115,80,155,0,10
59153249,59,British Columbia,15,Greater Vancouver,3249,220,135,25,25,20,0
59153250,59,British Columbia,15,Greater Vancouver,3250,115,85,10,10,0,0
59153251,59,British Columbia,15,Greater Vancouver,3251,245,130,60,20,20,10
59153252,59,British Columbia,15,Greater Vancouver,3252,220,145,15,30,0,25
59153253,59,British Columbia,15,Greater Vancouver,3253,100,65,15,20,0,0
59153254,59,British Columbia,15,Greater Vancouver,3254,100,70,10,15,0,0
59153255,59,British Columbia,15,Greater Vancouver,3255,220,160,20,20,15,10
59153256,59,British Columbia,15,Greater Vancouver,3256,170,110,35,15,10,0
59153257,59,British Columbia,15,Greater Vancouver,3257,235,135,45,45,15,0
59153258,59,British Columbia,15,Greater Vancouver,3258,140,70,20,30,0,20
59153259,59,British Columbia,15,Greater Vancouver,3259,210,110,45,45,0,10
59153261,59,British Columbia,15,Greater Vancouver,3261,260,170,80,10,0,0
59153262,59,British Columbia,15,Greater Vancouver,3262,195,125,55,10,0,0
59153263,59,British Columbia,15,Greater Vancouver,3263,95,75,15,0,0,0
59153264,59,British Columbia,15,Greater Vancouver,3264,125,105,10,0,0,0
59153265,59,British Columbia,15,Greater Vancouver,3265,190,140,30,10,0,0
59153266,59,British Columbia,15,Greater Vancouver,3266,140,120,0,10,0,0
59153267,59,British Columbia,15,Greater Vancouver,3267,275,190,70,0,0,0
59153268,59,British Columbia,15,Greater Vancouver,3268,135,115,10,0,0,0
59153269,59,British Columbia,15,Greater Vancouver,3269,75,60,15,0,0,0
59153270,59,British Columbia,15,Greater Vancouver,3270,120,95,15,0,0,0
59153271,59,British Columbia,15,Greater Vancouver,3271,120,85,15,0,0,15
59153272,59,British Columbia,15,Greater Vancouver,3272,190,135,45,0,0,0
59153273,59,British Columbia,15,Greater Vancouver,3273,185,120,60,10,0,0
59153274,59,British Columbia,15,Greater Vancouver,3274,265,145,95,20,0,10
59153275,59,British Columbia,15,Greater Vancouver,3275,305,170,125,0,0,0
59153276,59,British Columbia,15,Greater Vancouver,3276,140,100,25,20,0,0
59153277,59,British Columbia,15,Greater Vancouver,3277,130,105,20,0,0,0
59153278,59,British Columbia,15,Greater Vancouver,3278,130,80,40,0,0,0
59153279,59,British Columbia,15,Greater Vancouver,3279,100,85,0,10,0,0
59153280,59,British Columbia,15,Greater Vancouver,3280,165,115,40,0,0,0
59153281,59,British Columbia,15,Greater Vancouver,3281,320,175,110,15,0,15
59153282,59,British Columbia,15,Greater Vancouver,3282,215,120,80,0,0,10
59153283,59,British Columbia,15,Greater Vancouver,3283,255,185,65,0,0,0
59153284,59,British Columbia,15,Greater Vancouver,3284,195,120,70,0,0,0
59153285,59,British Columbia,15,Greater Vancouver,3285,200,130,60,0,0,0
59153286,59,British Columbia,15,Greater Vancouver,3286,200,125,60,10,0,0
59153287,59,British Columbia,15,Greater Vancouver,3287,240,165,60,0,0,0
59153288,59,British Columbia,15,Greater Vancouver,3288,235,200,25,0,0,0
59153289,59,British Columbia,15,Greater Vancouver,3289,195,120,55,0,0,0
59153290,59,British Columbia,15,Greater Vancouver,3290,225,150,80,0,0,0
59153291,59,British Columbia,15,Greater Vancouver,3291,240,145,80,0,0,0
59153292,59,British Columbia,15,Greater Vancouver,3292,210,115,95,0,0,0
59153293,59,British Columbia,15,Greater Vancouver,3293,180,130,40,0,0,0
59153295,59,British Columbia,15,Greater Vancouver,3295,170,115,20,0,0,15
59153296,59,British Columbia,15,Greater Vancouver,3296,285,175,90,20,0,0
59153297,59,British Columbia,15,Greater Vancouver,3297,395,240,100,35,0,15
59153298,59,British Columbia,15,Greater Vancouver,3298,270,155,100,15,0,0
59153299,59,British Columbia,15,Greater Vancouver,3299,185,115,65,0,0,0
59153300,59,British Columbia,15,Greater Vancouver,3300,130,85,40,0,0,0
59153301,59,British Columbia,15,Greater Vancouver,3301,210,185,25,0,0,0
59153302,59,British Columbia,15,Greater Vancouver,3302,165,115,35,0,0,0
59153303,59,British Columbia,15,Greater Vancouver,3303,180,120,45,10,0,0
59153304,59,British Columbia,15,Greater Vancouver,3304,580,385,155,30,10,10
59153305,59,British Columbia,15,Greater Vancouver,3305,365,215,120,15,15,0
59153306,59,British Columbia,15,Greater Vancouver,3306,320,190,110,10,0,10
59153307,59,British Columbia,15,Greater Vancouver,3307,140,80,50,0,0,0
59153308,59,British Columbia,15,Greater Vancouver,3308,225,130,85,0,0,0
59153309,59,British Columbia,15,Greater Vancouver,3309,320,235,55,15,10,10
59153310,59,British Columbia,15,Greater Vancouver,3310,160,125,40,0,0,0
59153311,59,British Columbia,15,Greater Vancouver,3311,245,180,50,10,10,0
59153312,59,British Columbia,15,Greater Vancouver,3312,225,170,35,0,10,0
59153313,59,British Columbia,15,Greater Vancouver,3313,230,145,70,15,0,0
59153314,59,British Columbia,15,Greater Vancouver,3314,215,165,45,0,0,0
59153315,59,British Columbia,15,Greater Vancouver,3315,180,145,20,0,0,10
59153316,59,British Columbia,15,Greater Vancouver,3316,160,145,0,0,0,0
59153317,59,British Columbia,15,Greater Vancouver,3317,300,200,75,15,0,10
59153318,59,British Columbia,15,Greater Vancouver,3318,185,140,30,10,0,0
59153319,59,British Columbia,15,Greater Vancouver,3319,215,140,65,0,0,0
59153320,59,British Columbia,15,Greater Vancouver,3320,130,110,20,0,0,0
59153321,59,British Columbia,15,Greater Vancouver,3321,210,110,70,10,10,0
59153322,59,British Columbia,15,Greater Vancouver,3322,100,85,15,0,0,0
59153323,59,British Columbia,15,Greater Vancouver,3323,185,125,50,10,0,0
59153324,59,British Columbia,15,Greater Vancouver,3324,145,125,20,0,0,0
59153325,59,British Columbia,15,Greater Vancouver,3325,180,155,20,0,0,0
59153326,59,British Columbia,15,Greater Vancouver,3326,135,110,10,20,0,0
59153327,59,British Columbia,15,Greater Vancouver,3327,505,310,50,110,10,25
59153328,59,British Columbia,15,Greater Vancouver,3328,420,255,70,75,10,10
59153329,59,British Columbia,15,Greater Vancouver,3329,105,65,10,15,0,10
59153330,59,British Columbia,15,Greater Vancouver,3330,130,75,15,40,0,0
59153331,59,British Columbia,15,Greater Vancouver,3331,140,80,30,25,10,0
59153332,59,British Columbia,15,Greater Vancouver,3332,190,110,45,40,0,0
59153333,59,British Columbia,15,Greater Vancouver,3333,145,95,10,15,10,20
59153334,59,British Columbia,15,Greater Vancouver,3334,95,60,0,15,10,0
59153342,59,British Columbia,15,Greater Vancouver,3342,395,335,55,0,0,0
59153343,59,British Columbia,15,Greater Vancouver,3343,120,50,60,15,0,0
59153344,59,British Columbia,15,Greater Vancouver,3344,415,360,15,15,15,10
59153345,59,British Columbia,15,Greater Vancouver,3345,730,435,180,95,15,10
59153347,59,British Columbia,15,Greater Vancouver,3347,455,430,10,10,0,0
59153351,59,British Columbia,15,Greater Vancouver,3351,430,285,90,30,15,10
59153352,59,British Columbia,15,Greater Vancouver,3352,155,135,10,0,0,0
59153353,59,British Columbia,15,Greater Vancouver,3353,925,655,235,25,0,10
59153354,59,British Columbia,15,Greater Vancouver,3354,305,235,50,10,0,0
59153355,59,British Columbia,15,Greater Vancouver,3355,635,400,190,40,0,0
59153358,59,British Columbia,15,Greater Vancouver,3358,375,340,15,10,0,10
59153359,59,British Columbia,15,Greater Vancouver,3359,330,285,10,15,15,0
59153361,59,British Columbia,15,Greater Vancouver,3361,610,370,185,50,0,0
59153362,59,British Columbia,15,Greater Vancouver,3362,725,440,195,80,0,0
59153367,59,British Columbia,15,Greater Vancouver,3367,715,580,130,0,0,0
59153369,59,British Columbia,15,Greater Vancouver,3369,570,425,90,35,10,15
59153370,59,British Columbia,15,Greater Vancouver,3370,385,130,70,135,20,30
59153371,59,British Columbia,15,Greater Vancouver,3371,390,115,90,165,15,0
59153372,59,British Columbia,15,Greater Vancouver,3372,380,150,70,115,30,15
59153373,59,British Columbia,15,Greater Vancouver,3373,535,155,145,195,15,20
59153375,59,British Columbia,15,Greater Vancouver,3375,1260,915,270,25,0,45
59153376,59,British Columbia,15,Greater Vancouver,3376,190,160,10,0,0,10
59153378,59,British Columbia,15,Greater Vancouver,3378,470,345,80,10,15,10
59153380,59,British Columbia,15,Greater Vancouver,3380,300,165,45,70,0,20
59153381,59,British Columbia,15,Greater Vancouver,3381,1500,970,420,85,0,25
59153382,59,British Columbia,15,Greater Vancouver,3382,560,440,100,10,0,0
59153383,59,British Columbia,15,Greater Vancouver,3383,290,145,100,30,0,15
59153385,59,British Columbia,15,Greater Vancouver,3385,500,310,155,25,0,0
59153386,59,British Columbia,15,Greater Vancouver,3386,615,350,210,45,0,10
59153388,59,British Columbia,15,Greater Vancouver,3388,625,415,165,30,0,0
59153389,59,British Columbia,15,Greater Vancouver,3389,945,745,165,30,0,0
59153390,59,British Columbia,15,Greater Vancouver,3390,670,525,110,20,0,15
59153391,59,British Columbia,15,Greater Vancouver,3391,670,520,90,50,0,15
59153394,59,British Columbia,15,Greater Vancouver,3394,435,165,85,135,45,0
59153397,59,British Columbia,15,Greater Vancouver,3397,975,730,145,75,10,10
59153398,59,British Columbia,15,Greater Vancouver,3398,575,320,130,105,0,20
59153400,59,British Columbia,15,Greater Vancouver,3400,420,140,70,175,30,0
59153401,59,British Columbia,15,Greater Vancouver,3401,395,340,10,25,0,30
59153402,59,British Columbia,15,Greater Vancouver,3402,680,490,85,60,20,25
59153403,59,British Columbia,15,Greater Vancouver,3403,250,205,0,10,10,15
59153406,59,British Columbia,15,Greater Vancouver,3406,200,185,0,0,0,0
59153407,59,British Columbia,15,Greater Vancouver,3407,155,135,15,0,0,0
59153408,59,British Columbia,15,Greater Vancouver,3408,580,310,180,90,0,0
59153409,59,British Columbia,15,Greater Vancouver,3409,150,105,20,25,0,0
59153410,59,British Columbia,15,Greater Vancouver,3410,725,385,200,140,0,0
59153411,59,British Columbia,15,Greater Vancouver,3411,335,180,80,60,10,0
59153412,59,British Columbia,15,Greater Vancouver,3412,245,145,70,30,0,0
59153413,59,British Columbia,15,Greater Vancouver,3413,410,310,45,25,0,20
59153414,59,British Columbia,15,Greater Vancouver,3414,75,65,0,0,0,0
59153415,59,British Columbia,15,Greater Vancouver,3415,135,120,10,0,0,0
59153416,59,British Columbia,15,Greater Vancouver,3416,295,235,40,10,0,10
59153417,59,British Columbia,15,Greater Vancouver,3417,190,155,20,0,0,0
59153418,59,British Columbia,15,Greater Vancouver,3418,195,160,25,0,0,0
59153419,59,British Columbia,15,Greater Vancouver,3419,300,265,20,10,0,0
59153420,59,British Columbia,15,Greater Vancouver,3420,230,205,10,0,0,0
59153421,59,British Columbia,15,Greater Vancouver,3421,105,100,0,0,0,0
59153422,59,British Columbia,15,Greater Vancouver,3422,115,90,20,0,0,0
59153423,59,British Columbia,15,Greater Vancouver,3423,480,360,115,10,0,0
59153424,59,British Columbia,15,Greater Vancouver,3424,410,325,75,0,0,0
59153425,59,British Columbia,15,Greater Vancouver,3425,195,145,45,0,0,0
59153426,59,British Columbia,15,Greater Vancouver,3426,325,235,75,10,0,0
59153427,59,British Columbia,15,Greater Vancouver,3427,125,110,20,0,0,0
59153428,59,British Columbia,15,Greater Vancouver,3428,140,115,15,0,0,0
59153429,59,British Columbia,15,Greater Vancouver,3429,505,435,50,0,0,20
59153430,59,British Columbia,15,Greater Vancouver,3430,205,180,20,0,0,0
59153431,59,British Columbia,15,Greater Vancouver,3431,465,435,30,0,0,10
59153432,59,British Columbia,15,Greater Vancouver,3432,180,165,0,10,0,0
59153433,59,British Columbia,15,Greater Vancouver,3433,290,245,0,20,0,0
59153435,59,British Columbia,15,Greater Vancouver,3435,270,240,0,15,0,0
59153436,59,British Columbia,15,Greater Vancouver,3436,220,200,0,10,0,0
59153437,59,British Columbia,15,Greater Vancouver,3437,230,185,0,25,0,20
59153438,59,British Columbia,15,Greater Vancouver,3438,110,95,0,15,0,0
59153439,59,British Columbia,15,Greater Vancouver,3439,660,620,15,25,0,0
59153440,59,British Columbia,15,Greater Vancouver,3440,485,435,30,10,0,0
59153441,59,British Columbia,15,Greater Vancouver,3441,205,200,0,0,0,0
59153443,59,British Columbia,15,Greater Vancouver,3443,220,190,0,0,0,0
59153445,59,British Columbia,15,Greater Vancouver,3445,225,185,45,0,0,0
59153446,59,British Columbia,15,Greater Vancouver,3446,305,255,50,0,0,0
59153447,59,British Columbia,15,Greater Vancouver,3447,215,205,0,0,0,0
59153450,59,British Columbia,15,Greater Vancouver,3450,220,185,0,15,0,0
59153451,59,British Columbia,15,Greater Vancouver,3451,210,175,25,0,10,0
59153452,59,British Columbia,15,Greater Vancouver,3452,225,195,10,0,15,0
59153453,59,British Columbia,15,Greater Vancouver,3453,165,140,0,10,10,0
59153454,59,British Columbia,15,Greater Vancouver,3454,390,315,60,0,0,10
59153455,59,British Columbia,15,Greater Vancouver,3455,205,150,35,0,0,30
59153456,59,British Columbia,15,Greater Vancouver,3456,415,335,65,15,0,0
59153459,59,British Columbia,15,Greater Vancouver,3459,400,325,10,40,15,0
59153460,59,British Columbia,15,Greater Vancouver,3460,405,365,20,15,0,0
59153461,59,British Columbia,15,Greater Vancouver,3461,430,390,10,15,0,15
59153462,59,British Columbia,15,Greater Vancouver,3462,,,,,,
59153463,59,British Columbia,15,Greater Vancouver,3463,,,,,,
59153464,59,British Columbia,15,Greater Vancouver,3464,610,205,110,275,0,15
59153466,59,British Columbia,15,Greater Vancouver,3466,265,55,55,120,20,20
59153467,59,British Columbia,15,Greater Vancouver,3467,405,165,50,175,0,10
59153469,59,British Columbia,15,Greater Vancouver,3469,280,145,60,75,0,10
59153470,59,British Columbia,15,Greater Vancouver,3470,235,95,35,100,0,10
59153471,59,British Columbia,15,Greater Vancouver,3471,385,205,60,110,0,0
59153472,59,British Columbia,15,Greater Vancouver,3472,185,65,40,75,0,0
59153473,59,British Columbia,15,Greater Vancouver,3473,170,65,45,65,0,10
59153474,59,British Columbia,15,Greater Vancouver,3474,250,150,25,60,0,10
59153476,59,British Columbia,15,Greater Vancouver,3476,300,90,65,110,25,10
59153477,59,British Columbia,15,Greater Vancouver,3477,165,65,10,65,0,20
59153479,59,British Columbia,15,Greater Vancouver,3479,355,120,70,150,15,0
59153480,59,British Columbia,15,Greater Vancouver,3480,225,60,50,90,10,10
59153481,59,British Columbia,15,Greater Vancouver,3481,335,115,35,160,0,20
59153482,59,British Columbia,15,Greater Vancouver,3482,225,75,20,105,15,15
59153483,59,British Columbia,15,Greater Vancouver,3483,170,55,15,90,0,0
59153484,59,British Columbia,15,Greater Vancouver,3484,115,100,15,0,0,0
59153485,59,British Columbia,15,Greater Vancouver,3485,160,145,15,0,0,0
59153487,59,British Columbia,15,Greater Vancouver,3487,45,30,10,0,0,0
